Station Number,Standard Route Identifier,Mile Marker,Latitude,Longitude,County Code,Municipal Code,County,Municipality,Annual Average Daily Traffic,Annual Average Daily Traffic North/East (See Direction Field),Annual Average Daily Traffic South/West (See Direction Field),Year,Station Type,Direction
11n053r,00000080__B103460,0.24,40.90929152,-74.56772454,14,1439,Morris,Wharton Boro,"5,230","5,230",0,01/01/2017,ramp,North
p17819,00000347__,2.95,39.237561,-74.899813,6,609,Cumberland,Maurice River Twp,"9,914","5,254","4,660",01/01/2017,7 days volume,North/South
11c108r,00000195__Y100840,0.1,40.187396,-74.570398,11,1112,Mercer,Robbinsville Twp,"5,228","5,228",0,01/01/2017,ramp,West
1104a5,04000684__,1.08,39.835846,-74.980701,4,413,Camden,Gibbsboro Boro,"3,571","1,794","1,777",01/01/2017,Classification 48hrs,East/West
11n009r,00000080__A103520,0.07,40.91008046,-74.54829187,14,1435,Morris,Rockaway Twp,"6,538","6,538",0,01/01/2017,ramp,South
p17813,00000047__,31.64,39.28749,-74.966618,6,609,Cumberland,Maurice River Twp,"7,334","3,372","3,962",01/01/2017,7 days volume,North/South
11c123r,00000078__A100740,0.13,40.658935,-75.070413,10,1003,Hunterdon,Bloomsbury Boro,"4,538","4,538",0,01/01/2017,ramp,East
1104b7,04000691__,0.73,39.777046,-74.938221,4,436,Camden,Winslow Twp,"6,627","3,407","3,220",01/01/2017,Classification 48hrs,East/West
11n047r,00000080__B102650,0.19,40.89163373,-74.71202936,14,1427,Morris,Mount Olive Twp,"13,100","13,100",0,01/01/2017,ramp,East
p17814,00000047__,34.82,39.325559,-74.993133,6,609,Cumberland,Maurice River Twp,"17,174","8,540","8,634",01/01/2017,7 days volume,North/South
150201,02461376__,0.22,40.93087089,-74.07909347,2,246,Bergen,Paramus Boro,610,339,271,01/01/2017,major,East/West
5-4-426,00000519__,19.38,40.588053,-75.114517,10,1015,Hunterdon,Holland Twp,"4,866","2,455","2,411",01/01/2017,7 days volume,North/South
11n014r,00000080__A104340,0.14,40.86305874,-74.41961842,14,1429,Morris,Parsippany-Troy Hills Twp,"23,644","23,644",0,01/01/2017,ramp,South
p17814,00000047__,34.82,39.325559,-74.993133,6,609,Cumberland,Maurice River Twp,"18,188","9,089","9,099",01/01/2017,7 days volume,North/South
11c030r,00000295__Y106410,0.07,40.234538,-74.702273,11,1103,Mercer,Hamilton Twp,"1,987","1,987",0,01/01/2017,ramp,South
110531,05000656__,2.02,39.274459,-74.588466,5,508,Cape May,Ocean City,"6,685","3,185","3,500",01/01/2017,7 days volume,North/South
150201,02461376__,0.22,40.93087089,-74.07909347,2,246,Bergen,Paramus Boro,573,319,254,01/01/2017,major,East/West
101401,00000181__,1.16,40.98419118,-74.61075014,14,1414,Morris,Jefferson Twp,"6,590","3,183","3,329",01/01/2017,Classification 48hrs,North/South
11n046r,00000080__B102010,0.08,40.91583518,-74.8138255,21,2101,Warren,Allamuchy Twp,"6,076","6,076",0,01/01/2017,ramp,East
p17816,00000050__,4.67,39.263954,-74.740105,5,511,Cape May,Upper Twp,"5,639","2,821","2,818",01/01/2017,7 days volume,North/South
11n037r,00000080__A306010,0.04,40.9012217,-74.13453095,16,1608,Passaic,Paterson City,"5,345","5,345",0,01/01/2017,ramp,North
p17816,00000050__,4.67,39.263954,-74.740105,5,511,Cape May,Upper Twp,"7,280","3,522","3,758",01/01/2017,7 days volume,North/South
11n098r,00000080__X103540,0.02,40.91101667,-74.54572,14,1435,Morris,Rockaway Twp,"2,347","2,347",0,01/01/2017,ramp,West
110825,08000626__,1.14,39.767102,-75.182819,8,810,Gloucester,Mantua Twp,"1,117",587,530,01/01/2017,Classification 48hrs,East/West
11n058r,00000080__B104230,0,40.86538233,-74.44031357,14,1429,Morris,Parsippany-Troy Hills Twp,"5,491","5,491",0,01/01/2017,ramp,South
110605,06000609__,0.39,39.392047,-75.222294,6,605,Cumberland,Fairfield Twp,"4,741","2,571","2,170",01/01/2017,7 days volume,North/South
11n064r,00000080__B105260,0.12,40.89371843,-74.27114514,7,707,Essex,Fairfield Boro,"7,491","7,491",0,01/01/2017,ramp,East
110805,08000605__,3.57,39.74217,-75.315266,8,817,Gloucester,Swedesboro Boro,"7,130","3,780","3,350",01/01/2017,7 days volume,North/South
11c028r,00000295__Y106380,0.12,40.230578,-74.700076,11,1103,Mercer,Hamilton Twp,679,679,0,01/01/2017,ramp,South
110601,06000604__,2.44,39.452726,-75.344091,6,612,Cumberland,Stow Creek Twp,178,108,70,01/01/2017,Classification 48hrs,East/West
11n062r,00000080__B104640,0,40.86025752,-74.36725634,14,1429,Morris,Parsippany-Troy Hills Twp,"3,990","3,990",0,01/01/2017,ramp,East
p17819,00000347__,2.95,39.237561,-74.899813,6,609,Cumberland,Maurice River Twp,"13,346","6,741","6,605",01/01/2017,7 days volume,North/South
11n083r,00000080__B205850,0.17,40.90683447,-74.1710666,16,1608,Passaic,Paterson City,"5,535","5,535",0,01/01/2017,ramp,North
000023,00000023__,23.8,41.057941,-74.471295,16,1615,Passaic,West Milford Twp,"24,206","12,075","12,131",01/01/2017,Weigh in Motion,North/South
11n087r,00000080__X100480,0.17,40.92865372,-75.08870901,21,2113,Warren,Knowlton Twp,"1,875","1,875",0,01/01/2017,ramp,North
111911,19000613__,3.5,41.00194324,-74.68918213,19,1904,Sussex,Byram Twp,"1,926",907,"1,019",01/01/2017,Classification 48hrs,North/South
11n082r,00000080__B205390,0.34,40.89748644,-74.2486043,16,1614,Passaic,Wayne Twp,"20,018","20,018",0,01/01/2017,ramp,East
110481,04000671__,0.95,39.891458,-75.006787,4,409,Camden,Cherry Hill Twp,"12,852","6,766","6,086",01/01/2017,Volume 48hrs,East/West
11n065r,00000080__B105390,0.09,40.89741005,-74.24839478,16,1614,Passaic,Wayne Twp,"10,912","10,912",0,01/01/2017,ramp,East
110812,08000610__,7.08,39.673999,-75.0086,8,811,Gloucester,Monroe Twp,"5,095","2,637","2,458",01/01/2017,Classification 48hrs,East/West
11n078r,00000080__B106670,0.2,40.86671724,-74.04095376,2,223,Bergen,Hackensack City,"6,778","6,778",0,01/01/2017,ramp,East
s17503,03000660__,10.97,40.129857,-74.666242,3,307,Burlington,Chesterfield Twp,"1,477",751,726,01/01/2017,Volume 48hrs,East/West
11n097r,00000080__X103520,0,40.91093504,-74.5494913,14,1435,Morris,Rockaway Twp,"7,652","7,652",0,01/01/2017,ramp,West
091010,00000078__,17.4,40.63806769,-74.89618645,10,1006,Hunterdon,Clinton Twp,"121,053","53,412","67,641",01/01/2017,Volume 48hrs,East/West
11n084r,00000080__B206030,0.01,40.90113504,-74.13850097,16,1608,Passaic,Paterson City,"5,649","5,649",0,01/01/2017,ramp,East
110841,08000643__,2.83,39.853821,-75.186403,8,820,Gloucester,West Deptford Twp,"4,599","2,365","2,234",01/01/2017,Classification 48hrs,North/South
11n096r,00000080__X103440,0.41,40.91152783,-74.57371421,14,1439,Morris,Wharton Boro,"22,378","22,378",0,01/01/2017,ramp,West
11c003r,00000295__A106410,0.01,40.234645,-74.700402,11,1103,Mercer,Hamilton Twp,"2,720","2,720",0,01/01/2017,ramp,West
11n088r,00000080__X101220,0.18,40.92624229,-74.959318,21,2111,Warren,Hope Twp,"1,716","1,716",0,01/01/2017,ramp,North
111729,17000665__,1.99,39.555864,-75.475939,17,1713,Salem,Carneys Point Twp,409,196,213,01/01/2017,7 days volume,North/South
11n093r,00000080__X102910,0.14,40.89418673,-74.66552709,14,1436,Morris,Roxbury Twp,"5,771","5,771",0,01/01/2017,ramp,North
111704,00000048__,2.02,39.703046,-75.44069,17,1702,Salem,Elmer Boro,"5,424","2,648","2,776",01/01/2017,7 days volume,East/West
11n092r,00000080__X102730,0,40.89072022,-74.69534162,14,1436,Morris,Roxbury Twp,"3,113","3,113",0,01/01/2017,ramp,West
110833,08000635__,4.86,39.760987,-75.091475,8,818,Gloucester,Washington Twp,"8,446","4,197","4,249",01/01/2017,Classification 48hrs,East/West
11n091r,00000080__X102710,0,40.89087691,-74.69920923,14,1436,Morris,Roxbury Twp,"6,617","6,617",0,01/01/2017,ramp,North
170304,00000073__,25.65,39.912689,-74.942109,3,313,Burlington,Evesham Twp,"39,394","20,308","19,086",01/01/2017,7 days volume,North/South
11n090r,00000080__X102650,0,40.89197363,-74.71082822,14,1428,Morris,Netcong Boro,"12,365","12,365",0,01/01/2017,ramp,West
110853,08000653__,5.52,39.816606,-75.268033,8,807,Gloucester,Greenwich Twp,"3,292","1,761","1,531",01/01/2017,Classification 48hrs,North/South
1-8-732,21151014__,0.07,40.69962924,-75.16523109,21,2115,Warren,Lopatcong Twp,,,74,01/01/2017,Volume 48hrs,West
170306,03000660__,5.18,40.100705,-74.754225,3,318,Burlington,Mansfield Twp,"1,489",656,833,01/01/2017,7 days volume,East/West
11c021r,00000295__X106470,0.01,40.241423,-74.701869,11,1103,Mercer,Hamilton Twp,"3,868","3,868",0,01/01/2017,ramp,North
5-4-437,00000571__,32.01,40.245584,-74.497017,11,1101,Mercer,East Windsor Twp,"3,904","2,135","2,067",01/01/2017,Classification 48hrs,North/South
131601,16141269__,0.89,40.96844112,-74.27831212,16,1614,Passaic,Wayne Twp,"1,970",921,"1,049",01/01/2017,major,North/South
170308,03000616__,1.43,39.924569,-74.955919,3,324,Burlington,Mount Laurel Twp,"13,542","7,194","6,348",01/01/2017,7 days volume,East/West
131402,14071014__,0.12,40.76389441,-74.69324734,14,1407,Morris,Chester Twp,735,570,165,01/01/2017,major,North/South
111938,19000671__,1,40.99345819,-74.67672,19,1904,Sussex,Byram Twp,"1,580",798,782,01/01/2017,Classification 48hrs,North/South
121401,00000517__,7.01,40.75357222,-74.76905634,14,1438,Morris,Washington Twp,"4,663","2,423","2,240",01/01/2017,major,North/South
110506,05000615__,3.41,39.126337,-74.843662,5,506,Cape May,Middle Twp,"1,560",826,734,01/01/2017,Classification 48hrs,North/South
121401,00000517__,7.01,40.75357222,-74.76905634,14,1438,Morris,Washington Twp,"4,552","2,282","2,270",01/01/2017,major,North/South
s17703,00000543__,0.18,39.946423,-75.102512,4,408,Camden,Camden City,"7,772","3,848","3,924",01/01/2017,Volume 48hrs,North/South
121401,00000517__,7.01,40.75357222,-74.76905634,14,1438,Morris,Washington Twp,"4,955","2,566","2,389",01/01/2017,major,North/South
11c026r,00000295__Y106160,0.14,40.200754,-74.711175,11,1103,Mercer,Hamilton Twp,"1,600","1,600",0,01/01/2017,ramp,South
131601,16141269__,0.89,40.96844112,-74.27831212,16,1614,Passaic,Wayne Twp,"1,949",916,"1,033",01/01/2017,major,North/South
112014,20000610__,1.98,40.64775392,-74.36582422,20,2016,Union,Scotch Plains Twp,"13,512","6,412","7,100",01/01/2017,Classification 48hrs,East/West
122101,00000046__,12.9,40.83850742,-74.95292706,21,2114,Warren,Liberty Twp,"4,456","2,271","2,185",01/01/2017,major,East/West
11c022r,00000295__X106540,0.01,40.250522,-74.698053,11,1103,Mercer,Hamilton Twp,"4,023","4,023",0,01/01/2017,ramp,East
160721,07000618__,1.13,40.8573912,-74.20083113,7,713,Essex,Montclair Twp,"8,076","5,069","3,007",01/01/2017,7 days volume,East/West
1-4-321,00000023__,40.4,41.21361573,-74.6089775,19,1921,Sussex,Sussex Boro,"10,518","5,289","5,229",01/01/2017,7 days volume,North/South
131601,16141269__,0.89,40.96844112,-74.27831212,16,1614,Passaic,Wayne Twp,"1,937",916,"1,021",01/01/2017,major,North/South
11c027r,00000295__Y106140,0.06,40.199821,-74.714134,11,1103,Mercer,Hamilton Twp,"2,911","2,911",0,01/01/2017,ramp,South
16n080r,00000021__X101090,0.07,40.84205888,-74.12423015,16,1607,Passaic,Passaic City,,,"4,022",01/01/2017,ramp,South
s17733,08000656__,0.15,39.831772,-75.222529,8,820,Gloucester,West Deptford Twp,"5,763","2,768","2,995",01/01/2017,Volume 48hrs,East/West
130201,02151649__,0.79,40.907315,-73.974162,2,215,Bergen,Englewood City,"8,387","4,697","3,690",01/01/2017,major,North/South
s17727,00000532__,15.29,39.818408,-74.535611,3,339,Burlington,Woodland Twp,"3,764","1,858","1,906",01/01/2017,Volume 48hrs,East/West
130201,02151649__,0.79,40.907315,-73.974162,2,215,Bergen,Englewood City,"8,306","4,532","3,774",01/01/2017,major,North/South
092014,00000577__,0.26,40.71458614,-74.30843985,7,712,Essex,Millburn Twp,"15,293","7,668","7,625",01/01/2017,Classification 48hrs,North/South
130201,02151649__,0.79,40.907315,-73.974162,2,215,Bergen,Englewood City,"8,268","4,609","3,659",01/01/2017,major,North/South
110507,05000617__,0.1,39.296103,-74.780454,5,511,Cape May,Upper Twp,"2,406","1,252","1,154",01/01/2017,Classification 48hrs,North/South
111263,120006594_,0.04,40.550647,-74.340108,12,1205,Middlesex,Edison Twp,"1,290","1,290",0,01/01/2017,Volume 48hrs,North/South
101407,00000287__,31.78,40.75310665,-74.52553499,14,1413,Morris,Harding Twp,"86,151","45,372","45,445",01/01/2017,Volume 48hrs,North/South
131601,16141269__,0.89,40.96844112,-74.27831212,16,1614,Passaic,Wayne Twp,"2,390","1,086","1,304",01/01/2017,major,North/South
11c043r,00000195__A100490,0.15,40.200889,-74.635554,11,1103,Mercer,Hamilton Twp,"5,331","5,331",0,01/01/2017,ramp,North
11c105r,00000195__Y100500,0.07,40.203076,-74.633062,11,1103,Mercer,Hamilton Twp,"3,727","3,727",0,01/01/2017,ramp,West
11c033r,00000295__Y106750,0.09,40.281791,-74.696239,11,1107,Mercer,Lawrence Twp,"1,550","1,550",0,01/01/2017,ramp,South
p17201,00000001__X105740,0.05,40.77400475,-74.04234566,9,908,Hudson,North Bergen Twp,0,0,"25,824",01/01/2017,Volume 48hrs,South
11c035r,00000195__A100000,0.01,40.183766,-74.726968,11,1103,Mercer,Hamilton Twp,"13,260","13,260",0,01/01/2017,ramp,South
131901,19000619__,1.79,41.06603042,-74.83914869,19,1920,Sussex,Stillwater Twp,733,375,358,01/01/2017,major,North/South
11c042r,00000195__A100470,0.09,40.201722,-74.63819,11,1103,Mercer,Hamilton Twp,"2,864","2,864",0,01/01/2017,ramp,South
131901,19000619__,1.79,41.06603042,-74.83914869,19,1920,Sussex,Stillwater Twp,587,313,274,01/01/2017,major,North/South
112039,20000622__,3.2,40.68510321,-74.40414457,20,2011,Union,New Providence Boro,"15,130","7,807","7,323",01/01/2017,Volume 48hrs,East/West
11c103r,00000195__Y100340,0.08,40.200348,-74.661699,11,1103,Mercer,Hamilton Twp,957,957,0,01/01/2017,ramp,West
11c037r,00000195__A100070,0.04,40.1844,-74.708948,11,1103,Mercer,Hamilton Twp,"4,059","4,059",0,01/01/2017,ramp,South
131601,16141269__,0.89,40.96844112,-74.27831212,16,1614,Passaic,Wayne Twp,"2,078",963,"1,115",01/01/2017,major,North/South
112040,20000622__,5.45,40.70300268,-74.37081678,20,2018,Union,Summit City,"2,586","1,235","1,351",01/01/2017,Classification 48hrs,East/West
131601,16141269__,0.89,40.96844112,-74.27831212,16,1614,Passaic,Wayne Twp,"2,128",996,"1,132",01/01/2017,major,North/South
1104c8,00000168__,5.99,39.8528,-75.07415,4,430,Camden,Runnemede Boro,"20,072","10,137","9,935",01/01/2017,Volume 48hrs,North/South
131902,19000661__,2.96,41.131708,-74.656818,19,1913,Sussex,Lafayette Twp,"1,561",801,760,01/01/2017,major,North/South
1-5-112,00000078__,36.14,40.646139,-74.547532,18,1820,Somerset,Warren Twp,"93,524","49,584","49,227",01/01/2017,Volume 48hrs,East/West
11c024r,00000295__X106780,0.21,40.281863,-74.698533,11,1107,Mercer,Lawrence Twp,956,956,0,01/01/2017,ramp,South
091421,00000513__,43.05,40.88521319,-74.53132316,14,1435,Morris,Rockaway Twp,"8,696","4,711","4,266",01/01/2017,Classification 48hrs,North/South
11c096r,00000195__X103170,0.07,40.164403,-74.151517,13,1319,Monmouth,Howell Twp,"1,336","1,336",0,01/01/2017,ramp,North
11c050r,00000195__A102280,0.03,40.156509,-74.312888,15,1511,Ocean,Jackson Twp,"2,760","2,760",0,01/01/2017,ramp,East
11c095r,00000195__X103140,0.11,40.165165,-74.155658,13,1319,Monmouth,Howell Twp,"4,927","4,927",0,01/01/2017,ramp,South
112066,20000649__,0.48,40.71851407,-74.38391525,20,2018,Union,Summit City,"12,824","6,047","6,777",01/01/2017,7 days volume,North/South
11c076r,00000195__B103140,0.09,40.162945,-74.156282,13,1319,Monmouth,Howell Twp,"1,214","1,214",0,01/01/2017,ramp,East
11c053r,00000195__A103120,0.06,40.162933,-74.156542,13,1319,Monmouth,Howell Twp,"3,620","3,620",0,01/01/2017,ramp,North
131902,19000661__,2.96,41.131708,-74.656818,19,1913,Sussex,Lafayette Twp,"1,335",664,671,01/01/2017,major,North/South
110622,06000649__,3.44,39.287276,-75.013096,6,602,Cumberland,Commercial Twp,"2,129","1,077","1,052",01/01/2017,Volume 48hrs,North/South
131902,19000661__,2.96,41.131708,-74.656818,19,1913,Sussex,Lafayette Twp,"1,471",750,721,01/01/2017,major,North/South
112068,20000650__,0.24,40.6655628,-74.4261374,20,2001,Union,Berkeley Heights Twp,"3,303","2,041","1,262",01/01/2017,7 days volume,North/South
11c086r,00000195__X100510,0.07,40.20265,-74.632528,11,1103,Mercer,Hamilton Twp,"1,665","1,665",0,01/01/2017,ramp,North
170603,06000723__,2.07,39.517987,-75.276208,6,607,Cumberland,Hopewell Twp,201,106,95,01/01/2017,7 days volume,North/South
131902,19000661__,2.96,41.131708,-74.656818,19,1913,Sussex,Lafayette Twp,"1,473",745,728,01/01/2017,major,North/South
11c049r,00000195__A102080,0.02,40.154302,-74.348458,15,1511,Ocean,Jackson Twp,"3,536","3,536",0,01/01/2017,ramp,North
11c084r,00000195__X100350,0.12,40.200939,-74.662214,11,1103,Mercer,Hamilton Twp,"3,828","3,828",0,01/01/2017,ramp,North
112077,20000663__,1.1,40.66613664,-74.4363139,20,2001,Union,Berkeley Heights Twp,"7,369","3,997","3,372",01/01/2017,Classification 48hrs,North/South
11c112r,00000195__Y101660,0.05,40.161568,-74.423499,13,1332,Monmouth,Millstone Twp,"6,582","6,582",0,01/01/2017,ramp,West
112103,21000616__,5.1,40.94396799,-75.01851032,21,2104,Warren,Blairstown Twp,"2,470","1,235","1,235",01/01/2017,Classification 48hrs,North/South
11c107r,00000195__Y100730,0.13,40.192373,-74.590707,11,1112,Mercer,Robbinsville Twp,"1,740","1,740",0,01/01/2017,ramp,West
112104,21000620__,2.33,40.83286648,-75.06567357,21,2103,Warren,Belvidere Town,"3,639","1,685","1,954",01/01/2017,Classification 48hrs,North/South
11c120r,00000195__Y103130,0.09,40.165165,-74.155658,13,1319,Monmouth,Howell Twp,"1,223","1,223",0,01/01/2017,ramp,West
112105,21000620S_,0.12,40.82962741,-75.08068121,21,2103,Warren,Belvidere Town,"4,787","2,443","2,344",01/01/2017,7 days volume,East/West
131601,16141269__,0.89,40.96844112,-74.27831212,16,1614,Passaic,Wayne Twp,"1,874",909,965,01/01/2017,major,North/South
112107,21000627__,1.04,40.6029477,-75.1750542,21,2120,Warren,Pohatcong Twp,"2,489","1,185","1,304",01/01/2017,Volume 48hrs,North/South
11c334r,00000078__X101180,0.01,40.643711,-74.995978,10,1025,Hunterdon,Union Twp,"3,864","3,864",0,01/01/2017,ramp,West
170601,06000614__,1.95,39.271314,-75.060439,6,602,Cumberland,Commercial Twp,373,186,187,01/01/2017,7 days volume,East/West
11c315r,00000078__B100750,0.04,40.659107,-75.071018,10,1003,Hunterdon,Bloomsbury Boro,"4,764","4,764",0,01/01/2017,ramp,East
170502,05000643__,1.25,39.081922,-74.86617,5,506,Cape May,Middle Twp,890,538,352,01/01/2017,7 days volume,East/West
11c303r,00000078__A101320,0.05,40.634619,-74.97076,10,1025,Hunterdon,Union Twp,"2,908","2,908",0,01/01/2017,ramp,East
11c066r,00000195__B101170,0.13,40.177062,-74.513812,13,1351,Monmouth,Upper Freehold Twp,446,446,0,01/01/2017,ramp,East
11c121r,00000195__Y103160,0.12,40.164403,-74.151517,13,1319,Monmouth,Howell Twp,"3,593","3,593",0,01/01/2017,ramp,West
1-5-060,00000287__,29.41,40.722819,-74.545242,18,1802,Somerset,Bernards Twp,"107,333","58,912","54,673",01/01/2017,Volume 48hrs,North/South
131903,19000613__,5.47,41.013956,-74.656888,19,1918,Sussex,Sparta Twp,"2,994","1,501","1,493",01/01/2017,major,North/South
s17816,00000009__,40.25,39.396769,-74.527439,1,119,Atlantic,Pleasantville City,"14,396","7,098","7,298",01/01/2017,Volume 48hrs,North/South
131903,19000613__,5.47,41.013956,-74.656888,19,1918,Sussex,Sparta Twp,"3,248","1,592","1,656",01/01/2017,major,North/South
170606,00000049__,36.8,39.395181,-75.029523,6,610,Cumberland,Millville City,"11,818","5,894","5,924",01/01/2017,7 days volume,East/West
131903,19000613__,5.47,41.013956,-74.656888,19,1918,Sussex,Sparta Twp,"3,528","1,730","1,798",01/01/2017,major,North/South
1-5-059,00000287__,21.6,40.648906,-74.645808,18,1801,Somerset,Bedminster Twp,"125,924","67,014","70,275",01/01/2017,Volume 48hrs,North/South
131903,19000613__,5.47,41.013956,-74.656888,19,1918,Sussex,Sparta Twp,"3,537","1,720","1,817",01/01/2017,major,North/South
2-4-221,00000046__,68.65,40.86001657,-74.05582132,2,262,Bergen,Teterboro Boro,"42,694","20,064","23,584",01/01/2017,Volume 48hrs,East/West
11n023r,00000080__A105830,0,40.90772072,-74.17154241,16,1608,Passaic,Paterson City,"5,299","5,299",0,01/01/2017,ramp,East
111280,12000679__,3.99,40.407803,-74.510003,12,1221,Middlesex,South Brunswick Twp,125,58,67,01/01/2017,Volume 48hrs,North/South
11n019r,00000080__A105470,0.06,40.89917427,-74.23350088,16,1612,Passaic,Totowa Boro,"3,812","3,812",0,01/01/2017,ramp,East
100205,00000208__,9.07,41.01605978,-74.21323146,2,220,Bergen,Franklin Lakes Boro,"44,592","23,896","20,483",01/01/2017,Volume 48hrs,North/South
